loc,cases,deaths,month
71,Cases,1,3
71,Cases,0,4
71,Cases,0,1
72,Cases,0,5
72,Cases,3,7
72,Cases,0,12
72,Cases,2,10
72,Cases,3,8
72,Cases,0,6
72,Cases,0,2
72,Cases,0,4
72,Cases,0,11
72,Cases,5,9
72,Cases,0,1
72,Cases,2,3
73,Cases,6,3
73,Cases,30,9
73,Cases,14,8
73,Cases,8,4
73,Cases,6,7
73,Cases,2,11
73,Cases,1,1
73,Cases,34,10
73,Cases,2,2
73,Cases,5,12
73,Cases,3,5
73,Cases,5,6
74,Cases,4,6
74,Cases,0,11
74,Cases,8,7
74,Cases,48,9
74,Cases,74,10
74,Cases,4,2
74,Cases,2,12
74,Cases,3,4
74,Cases,3,5
74,Cases,9,8
74,Cases,4,1
74,Cases,9,3
75,Cases,0,1
75,Cases,0,3
75,Cases,1,8
75,Cases,0,6
75,Cases,1,2
75,Cases,0,7
75,Cases,1,11
75,Cases,21,10
75,Cases,0,5
75,Cases,46,9
75,Cases,0,12
75,Cases,0,4
76,Cases,0,5
76,Cases,2,8
76,Cases,2,7
76,Cases,0,1
76,Cases,9,11
76,Cases,0,4
76,Cases,0,12
76,Cases,0,6
76,Cases,33,10
76,Cases,0,3
76,Cases,17,9
76,Cases,0,2
77,Cases,1,7
77,Cases,1,1
77,Cases,0,2
77,Cases,2,11
77,Cases,0,3
77,Cases,0,5
77,Cases,3,9
77,Cases,2,10
77,Cases,1,12
77,Cases,2,8
77,Cases,0,6
77,Cases,0,4
78,Cases,0,5
78,Cases,0,2
78,Cases,0,8
78,Cases,0,1
78,Cases,1,12
78,Cases,10,10
78,Cases,12,9
78,Cases,0,11
78,Cases,0,4
78,Cases,0,3
78,Cases,0,6
78,Cases,1,7
79,Cases,33,7
79,Cases,19,6
79,Cases,30,8
79,Cases,322,10
79,Cases,16,3
79,Cases,305,9
79,Cases,10,12
79,Cases,10,11
79,Cases,7,2
79,Cases,8,5
79,Cases,9,1
79,Cases,9,4
81,Cases,2,5
81,Cases,7,8
81,Cases,2,12
81,Cases,13,7
81,Cases,253,10
81,Cases,3,1
81,Cases,4,4
81,Cases,5,3
81,Cases,9,11
81,Cases,11,6
81,Cases,227,9
81,Cases,4,2
82,Cases,2,1
82,Cases,0,5
82,Cases,0,2
82,Cases,0,4
82,Cases,58,9
82,Cases,0,3
82,Cases,1,6
82,Cases,0,7
82,Cases,6,12
82,Cases,75,10
82,Cases,5,11
82,Cases,3,8
83,Cases,10,12
83,Cases,0,4
83,Cases,0,6
83,Cases,4,10
83,Cases,24,8
83,Cases,17,9
83,Cases,17,7
83,Cases,2,3
83,Cases,7,11
83,Cases,6,1
83,Cases,1,5
83,Cases,2,2
84,Cases,2,2
84,Cases,0,1
84,Cases,1,8
84,Cases,3,11
84,Cases,1,3
84,Cases,0,12
84,Cases,4,9
84,Cases,0,4
84,Cases,1,10
84,Cases,0,7
84,Cases,3,6
84,Cases,0,5
85,Cases,2,11
85,Cases,6,10
85,Cases,1,4
85,Cases,0,12
85,Cases,4,9
85,Cases,1,6
85,Cases,3,8
85,Cases,0,1
85,Cases,3,7
85,Cases,1,2
85,Cases,1,3
85,Cases,2,5
86,Cases,4,9
86,Cases,0,6
86,Cases,0,3
86,Cases,0,12
86,Cases,1,10
86,Cases,0,5
86,Cases,0,1
86,Cases,0,7
86,Cases,0,11
86,Cases,0,2
86,Cases,0,8
86,Cases,0,4
87,Cases,0,6
87,Cases,2,12
87,Cases,2,7
87,Cases,1,10
87,Cases,5,9
87,Cases,2,2
87,Cases,3,4
87,Cases,4,3
87,Cases,5,8
87,Cases,1,11
87,Cases,3,1
87,Cases,3,5
88,Cases,3,3
88,Cases,1,2
88,Cases,1,4
88,Cases,2,1
88,Cases,1,12
88,Cases,1,11
88,Cases,1,5
88,Cases,19,9
88,Cases,1,6
88,Cases,4,8
88,Cases,31,10
88,Cases,2,7
89,Cases,5,9
89,Cases,0,12
89,Cases,2,6
89,Cases,0,5
89,Cases,13,11
89,Cases,2,1
89,Cases,3,4
89,Cases,3,7
89,Cases,8,8
89,Cases,6,10
89,Cases,1,2
89,Cases,0,3
90,Cases,15,2
90,Cases,4,3
90,Cases,8,8
90,Cases,11,12
90,Cases,1,6
90,Cases,4,1
90,Cases,0,5
90,Cases,7,9
90,Cases,6,10
90,Cases,1,4
90,Cases,10,11
90,Cases,6,7
91,Cases,0,5
91,Cases,8,9
91,Cases,5,1
91,Cases,5,11
91,Cases,5,4
91,Cases,9,12
91,Cases,14,8
91,Cases,15,7
91,Cases,6,3
91,Cases,7,10
91,Cases,7,6
91,Cases,6,2
92,Cases,126,10
92,Cases,4,1
92,Cases,0,3
92,Cases,0,5
92,Cases,1,4
92,Cases,11,12
92,Cases,1,2
92,Cases,4,7
92,Cases,14,11
92,Cases,0,6
92,Cases,91,9
92,Cases,2,8
93,Cases,0,5
93,Cases,1,7
93,Cases,0,8
93,Cases,30,10
93,Cases,0,2
93,Cases,41,9
93,Cases,0,4
93,Cases,4,1
93,Cases,1,3
93,Cases,0,6
93,Cases,0,12
93,Cases,6,11
94,Cases,11,11
94,Cases,0,2
94,Cases,5,12
94,Cases,0,5
94,Cases,199,10
94,Cases,100,9
94,Cases,1,1
94,Cases,1,3
94,Cases,0,6
94,Cases,2,7
94,Cases,0,4
94,Cases,3,8
95,Cases,1,11
95,Cases,0,6
95,Cases,1,1
95,Cases,0,2
95,Cases,0,8
95,Cases,11,9
95,Cases,0,7
95,Cases,1,5
95,Cases,0,3
95,Cases,15,10
95,Cases,0,12
95,Cases,0,4
96,Cases,1,11
96,Cases,1,3
96,Cases,0,1
96,Cases,1,12
96,Cases,1,7
96,Cases,1,5
96,Cases,5,8
96,Cases,0,10
96,Cases,0,6
96,Cases,2,2
96,Cases,0,4
